oldText,newText,sameLength,editDist_0,editDistAbove1,editDistBelow3,editDist_1andcaseChange,punct_diff,ERROR_TYPE
Stopovers,at,0,0,0,0,0,0,2
allowed,certain,1,0,1,0,0,0,2
at,inter-,0,0,0,0,0,1,5
mediate,mediate,1,1,0,0,0,0,0
stations,stations,1,1,0,0,0,0,0
in,in,1,1,0,0,0,0,0
"California,","California,",1,1,0,0,0,0,0
except,except,1,1,0,0,0,0,0
J,Los,0,0,0,0,0,0,2
",",Angeles,0,0,0,0,0,1,5
s,and,0,0,0,0,0,0,2
.-*°geles,San,0,0,0,0,0,0,2
and,"Francisco,",0,0,0,0,0,1,5
San,up,0,0,0,0,0,0,2
"Francisco,",to,0,0,0,0,0,1,5
!,Illustrated,0,0,0,0,0,1,5
",",California,0,0,0,0,0,1,5
—,Literature—,0,0,0,0,0,0,2
11,Mailed,0,0,0,0,0,0,2
Mailed,Free,0,0,0,0,0,0,2
Free,to,0,0,0,0,0,0,2
to,any,0,0,0,0,0,0,2
any,Address.,0,0,0,0,0,1,5
1,"Pass,",0,0,0,0,0,1,5
",",traffic,0,0,0,0,0,1,5
;,Mgr.,0,0,0,0,0,1,5
;,Gen.,0,0,0,0,0,1,5
"Pass,",pass,0,0,1,1,0,1,5
traffic,agt.,0,0,0,0,0,1,5
J,San,0,0,0,0,0,0,2
I,"Francisco,",0,0,0,0,0,1,5
0,Cal.,0,0,0,0,0,1,5
iTiili,CITY,0,0,0,0,0,0,2
/,"LAMB,",0,0,0,0,0,1,5
"LAMB,","HAMS,.",0,0,0,0,0,1,5
promptly,promptly,1,1,0,0,0,0,0
delivered.,delivered.,1,1,0,0,0,0,0
I,UNITED,0,0,0,0,0,0,2
UNITED,STATES,1,0,1,0,0,0,2
il,MAIL,0,0,0,0,0,0,2
•,Daily,0,0,0,0,0,0,2
Daily,Stage,1,0,1,0,0,0,2
Stage,Line,0,0,0,0,0,0,2
\,Between,0,0,0,0,0,1,5
Between,"Jackson,",0,0,0,0,0,1,5
"Jackson,",Pine,0,0,0,0,0,1,5
Piue,Grove,0,0,0,0,0,0,2
Grove,2,0,0,0,0,0,0,2
•,and,1,0,1,0,0,0,2
and,Volcano.,0,0,0,0,0,1,5
•,T.,0,0,0,0,0,1,5
T.,A.,1,0,0,0,0,0,4
A.,MARSINO,0,0,0,0,0,1,5
MARSINO,-0,0,0,0,0,0,0,2
-0,Proprietor,0,0,0,0,0,0,2
•,Leaves,0,0,0,0,0,0,2
Leaves,Jackson,0,0,0,0,0,0,2
Jackson,daily,0,0,0,0,0,0,2
daily,at,0,0,0,0,0,0,2
at,6:30,0,0,0,0,0,0,2
6:30,a.,0,0,0,0,0,1,5
a.,m.,1,0,0,0,0,0,4
•,Arrives,0,0,0,0,0,0,2
Arrives,at,0,0,0,0,0,0,2
at,Pine,0,0,0,0,0,0,2
Pine,Grove,0,0,0,0,0,0,2
Grove,about,1,0,1,0,0,0,2
about,9,0,0,0,0,0,0,2
9a.,a.,0,0,1,1,0,0,1
m,m,1,1,0,0,0,0,0
",",",",1,1,0,0,0,0,0
and,and,1,1,0,0,0,0,0
•,at,0,0,0,0,0,0,2
at,Volcano,0,0,0,0,0,0,2
Volcano,about,0,0,0,0,0,0,2
about,9,0,0,0,0,0,0,2
9,:30,0,0,0,0,0,0,2
:30,am.,1,0,1,0,0,1,5
•,Makes,0,0,0,0,0,0,2
Makes,connection,0,0,0,0,0,0,2
connection,with,0,0,0,0,0,0,2
with,the,0,0,0,0,0,0,2
the,stage,0,0,0,0,0,0,2
stage,leav-,1,0,1,0,0,1,5
J,ing,0,0,0,0,0,0,2
ing,Volcano,0,0,0,0,0,0,2
Volcano,for,0,0,0,0,0,0,2
for,Defender,0,0,0,0,0,0,2
Defender,every,0,0,0,0,0,0,2
every,"Monday,",0,0,0,0,0,1,5
•,Wednesday,0,0,0,0,0,0,2
Wednesday,and,0,0,0,0,0,0,2
and,Friday.,0,0,0,0,0,1,5
0,Leaves,0,0,0,0,0,0,2
Leaves,Volcano,0,0,0,0,0,0,2
Volcano,daily,0,0,0,0,0,0,2
daily,at,0,0,0,0,0,0,2
at,2,0,0,1,1,0,0,1
Sp.,p.,0,0,1,1,0,0,1
m..,m.,0,0,1,1,0,0,1
ar-,ar-,1,1,0,0,0,0,0
Z,riving,0,0,0,0,0,0,2
riving,at,0,0,0,0,0,0,2
at,Pine,0,0,0,0,0,0,2
Fine,"Grove,",0,0,0,0,0,1,5
"Grove,",at,0,0,0,0,0,1,5
at,3,0,0,1,1,0,0,1
3p.,p.,0,0,1,1,0,0,1
m,m,1,1,0,0,0,0,0
",",",",1,1,0,0,0,0,0
and,and,1,1,0,0,0,0,0
0,Jackson,0,0,0,0,0,0,2
Jackson,at,0,0,0,0,0,0,2
at,5,0,0,1,1,0,0,1
sp.,p.,0,0,1,1,0,0,1
"m,",m.,1,0,0,0,1,1,5
•,Best,0,0,0,0,0,0,2
liest,service,0,0,0,0,0,0,2
service,in,0,0,0,0,0,0,2
Id,Amador,0,0,0,0,0,0,2
Amador,County.,0,0,0,0,0,1,5
•,Prompt,0,0,0,0,0,0,2
Prompt,delivery,0,0,0,0,0,0,2
delivery,of,0,0,0,0,0,0,2
of,packages,0,0,0,0,0,0,2
packages,a,0,0,0,0,0,0,2
•,specialty.,0,0,0,0,0,1,5
•,Fare—,0,0,0,0,0,0,2
Fare—,Jackson,1,0,1,0,0,0,2
Jackson,to,0,0,0,0,0,0,2
to,Volcano,0,0,0,0,0,0,2
Volcano,1.50;,0,0,0,0,0,1,5
11.50;,Jack-,0,0,0,0,0,1,5
•,son,1,0,1,0,0,0,2
son,to,0,0,1,1,0,0,1
to,Pine,0,0,0,0,0,0,2
Pine,Grove,0,0,0,0,0,0,2
Grove,$1.00.,0,0,0,0,0,1,5
$1.00.,Round,0,0,0,0,0,1,5
Round,trip,0,0,0,0,0,0,2
•,to,0,0,0,0,0,0,2
to,Volcano,0,0,0,0,0,0,2
Volcano,$3.50.,0,0,0,0,0,1,5
a,Offices—,0,0,0,0,0,0,2
Offices—,National,0,0,0,0,0,0,2
National,"Hotel,",0,0,0,0,0,1,5
"Hotel,","Jackson,",0,0,0,0,0,0,2
"Jackson,",and,0,0,0,0,0,1,5
9,Postofflces,0,0,0,0,0,0,2
Postofflces,Pine,0,0,0,0,0,0,2
Pine,Grove,0,0,0,0,0,0,2
Grove,and,0,0,0,0,0,0,2
and,Volcano.,0,0,0,0,0,1,5
"song,","song,",1,1,0,0,0,0,0
Ola,Ola,1,1,0,0,0,0,0
"Worlev,",Worley,0,0,1,1,0,1,5
Annie,"(Werly),",0,0,0,0,0,1,5
Barnes,Annie,0,0,0,0,0,0,2
and,Barnes,0,0,0,0,0,0,2
Ola,Ola,1,1,0,0,0,0,0
Worley,Worley,1,1,0,0,0,0,0
and,(Werly),0,0,0,0,0,1,5
Donald,and,0,0,0,0,0,0,2
Bradshaw;,Donald,0,0,0,0,0,1,5
1,"""",1,0,0,0,1,1,5
W,ARRIVED,0,0,0,0,0,0,2
ABBI¥ED^I,"""",0,0,0,0,0,1,5
0,In,0,0,1,1,0,0,1
In,the,0,0,0,0,0,0,2
the,city,0,0,0,0,0,0,2
city,of,0,0,0,0,0,0,2
of,"Jackson,",0,0,0,0,0,1,5
"Jackson,",some,0,0,0,0,0,1,5
some,few,0,0,0,0,0,0,2
few,days,0,0,0,0,0,0,2
days,ago,0,0,0,0,0,0,2
that,that,1,1,0,0,0,0,0
they,they,1,1,0,0,0,0,0
are,are,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
talkVpf,talk,0,0,0,0,0,0,2
the,of,0,0,0,0,0,0,2
town.,the,0,0,0,0,0,1,5
One,town.,0,0,0,0,0,1,5
I,CITY,0,0,0,0,0,0,2
CITY,PHARMACY,0,0,0,0,0,0,2
PHARMACY,(Robt.,0,0,0,0,0,1,5
(Rott.,I.,0,0,0,0,0,0,2
I.,Kerr),0,0,0,0,0,1,5
Kerr),JACKSON,0,0,0,0,0,1,5
1,MAX,0,0,0,0,0,0,2
1,LADAR,0,0,0,0,0,0,2
$,Having,0,0,0,0,0,1,5
**,just,0,0,0,0,0,1,5
*,re-,0,0,0,0,0,1,5
Having,Main,0,0,0,0,0,0,2
just,St.,0,0,0,0,0,1,5
re-,Jackson,0,0,0,0,0,1,5
A,ceived,0,0,0,0,0,0,2
*,my,0,0,1,1,0,1,5
*,Spring,0,0,0,0,0,1,5
*',Goods,0,0,0,0,0,1,5
*,in,0,0,1,1,0,1,5
■,all,1,0,1,0,0,0,2
*,lat-,0,0,0,0,0,1,5
Goods,My,0,0,0,0,0,0,2
in,all-ready,0,0,0,0,0,0,2
all,made,0,0,0,0,0,0,2
lat-,suits,0,0,0,0,0,1,5
M,this,0,0,0,0,0,0,2
A,est,0,0,0,0,0,0,2
est,shades,0,0,0,0,0,0,2
shades,and,0,0,0,0,0,0,2
and,"designs,",0,0,0,0,0,1,5
"designs,",iden-,0,0,0,0,0,1,5
iden-,Spring,0,0,0,0,0,1,5
Spring,surpass,0,0,0,0,0,0,2
surpass,anything,0,0,0,0,0,0,2
anything,that,0,0,0,0,0,0,2
that,0,0,0,0,0,0,0,2
f,-0,0,0,1,1,0,0,1
s,was,0,0,1,1,0,0,1
,ever,0,0,0,0,0,0,2
0,brought,0,0,0,0,0,0,2
was,to,0,0,0,0,0,0,2
ever,this,1,0,1,0,0,0,2
brought,town,0,0,0,0,0,0,2
,tified,0,0,0,0,0,0,2
tified,with,0,0,0,0,0,0,2
with,correct,0,0,0,0,0,0,2
correct,tailoring,0,0,0,0,0,0,2
tailoring,"before,",0,0,0,0,0,1,5
V,and,0,0,0,0,0,0,2
"before,",the,0,0,0,0,0,1,5
and,prices,0,0,0,0,0,0,2
the,of,0,0,0,0,0,0,2
prices,the,0,0,0,0,0,0,2
%i,for,0,0,0,0,0,0,2
for,the,1,0,1,0,0,0,2
the,season,0,0,0,0,0,0,2
season,of,0,0,0,0,0,0,2
of,"1904,",0,0,0,0,0,1,5
"1904,",it,0,0,0,0,0,1,5
it,is,1,0,0,0,0,0,4
is,same,0,0,0,0,0,0,2
Same,are,0,0,1,1,0,0,1
are,easily,0,0,0,0,0,0,2
easily,withln,1,0,1,0,0,0,2
withln,the,0,0,0,0,0,0,2
M,—,0,0,0,0,0,0,2
—,reach,0,0,0,0,0,0,2
reach,of,0,0,0,0,0,0,2
of,every,0,0,0,0,0,0,2
every,one.,0,0,0,0,0,1,5
gf,my,1,0,1,1,0,0,1
my,aim,0,0,0,0,0,0,2
aim,to,0,0,0,0,0,0,2
to,show,0,0,0,0,0,0,2
show,you,0,0,0,0,0,0,2
you,an,0,0,0,0,0,0,2
an,Remember,0,0,0,0,0,0,2
Remember,one,0,0,0,0,0,0,2
one,thing,0,0,0,0,0,0,2
thing,!,0,0,0,0,0,1,5
!,To,0,0,1,1,0,1,5
To,get,0,0,0,0,0,0,2
j,extensive,0,0,0,0,0,0,2
extensive,assortment,0,0,0,0,0,0,2
assortment,a,0,0,0,0,0,0,2
a,suit,0,0,0,0,0,0,2
suit,to,0,0,0,0,0,0,2
to,fit,0,0,0,0,0,0,2
fit,"you,",0,0,0,0,0,1,5
"you,",it,0,0,0,0,0,1,5
it,must,0,0,0,0,0,0,2
must,be,0,0,0,0,0,0,2
such,such,1,1,0,0,0,0,0
as,as,1,1,0,0,0,0,0
I,I,1,1,0,0,0,0,0
have,have,1,1,0,0,0,0,0
never,never,1,1,0,0,0,0,0
basted,basted,1,1,0,0,0,0,0
and,and,1,1,0,0,0,0,0
fitted,fitted,1,1,0,0,0,0,0
on,on,1,1,0,0,0,0,0
before,before,1,1,0,0,0,0,0
be-,be-,1,1,0,0,0,0,0
&lt;S,had,0,0,0,0,0,0,2
had,before.,0,0,0,0,0,1,5
before.,ing,0,0,0,0,0,1,5
ing,made,0,0,0,0,0,0,2
made,up.,0,0,0,0,0,1,5
and,and,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
bright,bright,1,1,0,0,0,0,0
outlook',outlook,0,0,1,1,0,1,5
for,for,1,1,0,0,0,0,0
a,a,1,1,0,0,0,0,0
reason-,reason-,1,1,0,0,0,0,0
time,time,1,1,0,0,0,0,0
expended,expended,1,1,0,0,0,0,0
in,in,1,1,0,0,0,0,0
every,every,1,1,0,0,0,0,0
shade,shade,1,1,0,0,0,0,0
of,of,1,1,0,0,0,0,0
Indus-,indus-,1,0,0,0,1,0,3
"condition,","condition,",1,1,0,0,0,0,0
and,and,1,1,0,0,0,0,0
being,being,1,1,0,0,0,0,0
seated,seated,1,1,0,0,0,0,0
behind,behind,1,1,0,0,0,0,0
attract,attract,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
attention,attention,1,1,0,0,0,0,0
of,of,1,1,0,0,0,0,0
passers-by,passers-by,1,1,0,0,0,0,0
*,for,0,0,0,0,0,1,5
Florence,Florence,1,1,0,0,0,0,0
Giann'.ni,Giannini,0,0,1,1,0,0,1
runs,runs,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
hotel,hotel,1,1,0,0,0,0,0
and,and,1,1,0,0,0,0,0
■,Pioneer,0,0,0,0,0,0,2
Pioneer,Flour,0,0,0,0,0,0,2
Flour,always,0,0,0,0,0,0,2
always,has,0,0,0,0,0,0,2
has,been,0,0,0,0,0,0,2
■,If,0,0,0,0,0,0,2
If,you,0,0,0,0,0,0,2
you,want,0,0,0,0,0,0,2
want,a,0,0,0,0,0,0,2
a,good,0,0,0,0,0,0,2
good,harness,0,0,0,0,0,0,2
harness,at,0,0,0,0,0,0,2
at,reason-,0,0,0,0,0,1,5
-,Nothing,0,0,0,0,0,1,5
Nothing,will,0,0,0,0,0,0,2
will,please,0,0,0,0,0,0,2
please,an,0,0,0,0,0,0,2
an,invalid,0,0,0,0,0,0,2
invalid,as,0,0,0,0,0,0,2
as,well,0,0,0,0,0,0,2
..as,as,0,0,1,1,0,0,1
a,a,1,1,0,0,0,0,0
package,package,1,1,0,0,0,0,0
of,of,1,1,0,0,0,0,0
those,those,1,1,0,0,0,0,0
fancy,fancy,1,1,0,0,0,0,0
cakes,cakes,1,1,0,0,0,0,0
from,from,1,1,0,0,0,0,0
"cardo's""","cardo's""",1,1,0,0,0,0,0
harness,harness,1,1,0,0,0,0,0
"shop.-,-",shop.,0,0,0,0,0,1,5
to,to,1,1,0,0,0,0,0
sp.,5,0,0,0,0,0,1,5
to.,p.,0,0,1,1,0,0,1
Phone,m.,0,0,0,0,0,1,5
Main,Phone,0,0,0,0,0,0,2
404,Main,0,0,0,0,0,0,2
"Jackson,",404,0,0,0,0,0,1,5
demanded,demanded,1,1,0,0,0,0,0
that,that,1,1,0,0,0,0,0
all,all,1,1,0,0,0,0,0
those,those,1,1,0,0,0,0,0
who,who,1,1,0,0,0,0,0
bad,had,1,0,0,0,0,0,4
quit,quit,1,1,0,0,0,0,0
pressor,pressor,1,1,0,0,0,0,0
was,was,1,1,0,0,0,0,0
undergoing,undergoing,1,1,0,0,0,0,0
"repair*,","repairs,",1,0,0,0,0,0,4
and,and,1,1,0,0,0,0,0
it,it,1,1,0,0,0,0,0
Store.,Store.,1,1,0,0,0,0,0
before,before,1,1,0,0,0,0,0
they,they,1,1,0,0,0,0,0
are,are,1,1,0,0,0,0,0
"hatched,","hatched,",1,1,0,0,0,0,0
"""","""",1,1,0,0,0,0,0
May,Mayme,0,0,1,1,0,0,1
me,Lut-,0,0,0,0,0,1,5
Beam,Beam,1,1,0,0,0,0,0
and,and,1,1,0,0,0,0,0
Stewart,Stewart,1,1,0,0,0,0,0
Batcbeldei-;,Batcbelder;,0,0,1,1,0,0,1
the,the,1,1,0,0,0,0,0
I,[,1,0,0,0,1,1,5
The,The,1,1,0,0,0,0,0
following,following,1,1,0,0,0,0,0
instruments,instruments,1,1,0,0,0,0,0
hare,hare,1,1,0,0,0,0,0
been,been,1,1,0,0,0,0,0
filed,filed,1,1,0,0,0,0,0
Jor,for,1,0,0,0,0,0,4
record,record,1,1,0,0,0,0,0
In,In,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
recorder's,recorder's,1,1,0,0,0,0,0
office,office,1,1,0,0,0,0,0
since,since,1,1,0,0,0,0,0
our,our,1,1,0,0,0,0,0
last,last,1,1,0,0,0,0,0
W.,W.,1,1,0,0,0,0,0
H.,H.,1,1,0,0,0,0,0
Lessley,Lessley,1,1,0,0,0,0,0
to',to,0,0,1,1,0,1,5
Harold,Harold,1,1,0,0,0,0,0
B.,B.,1,1,0,0,0,0,0
"Schenck,","Schenck,",1,1,0,0,0,0,0
Hattie,Hattie,1,1,0,0,0,0,0
o'Nell,O'Nell,1,0,0,0,1,0,3
to,to,1,1,0,0,0,0,0
William,William,1,1,0,0,0,0,0
H.,H.,1,1,0,0,0,0,0
Green-,Green-,1,1,0,0,0,0,0
IS,LOOK,0,0,0,0,0,0,2
THE,THE,1,1,0,0,0,0,0
RED,RED,1,1,0,0,0,0,0
FRONT,FRONT,1,1,0,0,0,0,0
■rD,We,0,0,0,0,0,0,2
D,Lead,0,0,0,0,0,0,2
X,and,0,0,0,0,0,0,2
■,Jackson's,0,0,0,0,0,0,2
",",Most,0,0,0,0,0,1,5
DDK,Reliable,0,0,0,0,0,0,2
Jackson's,Store,0,0,0,0,0,0,2
JO,OTHERS,0,0,0,0,0,0,2
OK,FOLLOW,0,0,0,0,0,0,2
.■■■■■■■l,Ticket,0,0,0,0,0,0,2
Ticket,holders,0,0,0,0,0,0,2
holders,will,0,0,0,0,0,0,2
will,please,0,0,0,0,0,0,2
,come,0,0,0,0,0,0,2
come,at,0,0,0,0,0,0,2
at,once.,0,0,0,0,0,1,5
LOOK,LOOK,1,1,0,0,0,0,0
THE,THE,1,1,0,0,0,0,0
RED,RED,1,1,0,0,0,0,0
FRONT,FRONT,1,1,0,0,0,0,0
We,Jackson's,0,0,0,0,0,0,2
Lead,Most,1,0,1,0,0,0,2
and,Reliable,0,0,0,0,0,0,2
Jackson's,We,0,0,0,0,0,0,2
Most,Lead,1,0,1,0,0,0,2
Reliable,and,0,0,0,0,0,0,2
\,"""Our",0,0,0,0,0,1,5
"Taste""","Taste""",1,1,0,0,0,0,0
AOysters^Y,Oysters,0,0,0,0,0,0,2
■,are,1,0,1,0,0,0,2
are,"large,",0,0,0,0,0,1,5
"large,","fat,",0,0,0,0,0,0,2
"fat,",luscious,0,0,0,0,0,1,5
I,Chesapeakes.,0,0,0,0,0,1,5
Chesapeakes.,The,0,0,0,0,0,1,5
J,very,0,0,0,0,0,0,2
very,choicest—,0,0,0,0,0,0,2
choicest—,packed,0,0,0,0,0,0,2
S,expressly,0,0,0,0,0,0,2
expressly,for,0,0,0,0,0,0,2
for,our,1,0,1,1,0,0,1
our,trade.,0,0,0,0,0,1,5
V°,Your,0,0,0,0,0,0,2
ur,grocer,0,0,0,0,0,0,2
g,sells,0,0,0,0,0,0,2
focer,"""Our",0,0,0,0,0,0,2
sel1,"Taste""",0,0,0,0,0,1,5
"Vegctiblei,","Vegetables,",1,0,1,0,0,0,2
"Fruits,","Fruits,",1,1,0,0,0,0,0
"Ham»,","Hams,",0,0,1,1,0,0,1
"Bacon,","Bacon,",1,1,0,0,0,0,0
Oy»ter«,Oysters,0,0,0,0,0,0,2
H»U.,"Hall,",1,0,1,0,0,1,5
L«Hr»,Luhrs,0,0,0,0,0,0,2
&lt;XX,&amp;,0,0,0,0,0,1,5
Co.,Co.,1,1,0,0,0,0,0
VftSSlh-,Wholesale,0,0,0,0,0,1,5
WhoUtaH,Grocers,1,0,1,0,0,0,2
Sacrimento^fir,Sacrimento,0,0,0,0,0,0,2
T~V,D.,0,0,0,0,0,1,5
11,B.,1,0,1,1,0,1,5
SPAGNOLI,SPAGNOLI,1,1,0,0,0,0,0
{Attorney,Attorney,0,0,1,1,0,0,1
and,and,1,1,0,0,0,0,0
Counselor,Counselor,1,1,0,0,0,0,0
at,at,1,1,0,0,0,0,0
"l,a»",Law,0,0,0,0,0,0,2
Office:,Office:,1,1,0,0,0,0,0
Spagnoli,Spagnoli,1,1,0,0,0,0,0
"building,","building,",1,1,0,0,0,0,0
opposite,opposite,1,1,0,0,0,0,0
1,Hall,0,0,0,0,0,0,2
1,of,0,0,1,1,0,0,1
J.W.,J.W.,1,1,0,0,0,0,0
CAL.DWEIX.,CALDWELL,0,0,0,0,0,1,5
Attorney-Ht-I.aw,Attorney-at-Law,0,0,0,0,0,0,2
"Jackson,","Jackson,",1,1,0,0,0,0,0
Cau,Cal,1,0,0,0,0,0,4
Up-to-date,Up-to-date,1,1,0,0,0,0,0
dentistry,dentistry,1,1,0,0,0,0,0
by,by,1,1,0,0,0,0,0
Dr.,Dr.,1,1,0,0,0,0,0
"Deluccbi,","Delucchi,",1,0,0,0,0,0,4
George,George,1,1,0,0,0,0,0
"Pheips,","Phelps,",1,0,0,0,0,0,4
second,second,1,1,0,0,0,0,0
son,son,1,1,0,0,0,0,0
of,of,1,1,0,0,0,0,0
Rev.,Rev.,1,1,0,0,0,0,0
J.,J.,1,1,0,0,0,0,0
Miss,Miss,1,1,0,0,0,0,0
Cora,Cora,1,1,0,0,0,0,0
Culbert,Culbert,1,1,0,0,0,0,0
of,of,1,1,0,0,0,0,0
A,Amador,0,0,0,0,0,0,2
mador,City,0,0,0,0,0,0,2
City,left,1,0,1,0,0,0,2
and,and,1,1,0,0,0,0,0
po3sibly,possibly,1,0,0,0,0,0,4
one,one,1,1,0,0,0,0,0
or,or,1,1,0,0,0,0,0
more,more,1,1,0,0,0,0,0
of,of,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
much-,much-,1,1,0,0,0,0,0
proprietor,proprietor,1,1,0,0,0,0,0
of,of,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
"Globe""",Globe,0,0,1,1,0,1,5
"hotel,","hotel,",1,1,0,0,0,0,0
have,have,1,1,0,0,0,0,0
We,We,1,1,0,0,0,0,0
have,have,1,1,0,0,0,0,0
PIMPLES,PIMPLES,1,1,0,0,0,0,0
and,and,1,1,0,0,0,0,0
eruptions,eruptions,1,1,0,0,0,0,0
of,of,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
skin,skin,1,1,0,0,0,0,0
**,Having,0,0,0,0,0,1,5
*,just,0,0,0,0,0,1,5
Having,re-,0,0,0,0,0,1,5
just,main,1,0,1,0,0,0,2
re-,St.,1,0,1,0,0,1,5
Main,Jackson,0,0,0,0,0,0,2
a,ceived,0,0,0,0,0,0,2
*,my,0,0,1,1,0,1,5
*,Spring,0,0,0,0,0,1,5
Mrs.,Mrs.,1,1,0,0,0,0,0
R.,R.,1,1,0,0,0,0,0
Bernard,Bernardi,0,0,1,1,0,0,1
i,and,0,0,0,0,0,0,2
and,"son,",0,0,0,0,0,1,5
"son,","Jake,",0,0,0,0,0,0,2
"Jake,",of,0,0,0,0,0,1,5
tives,tives,1,1,0,0,0,0,0
in,in,1,1,0,0,0,0,0
this,this,1,1,0,0,0,0,0
and,and,1,1,0,0,0,0,0
adjoining-,adjoining,0,0,1,1,0,1,5
rounties,counties,1,0,0,0,0,0,4
for,for,1,1,0,0,0,0,0
several,several,1,1,0,0,0,0,0
wepk«.,weeks.,0,0,0,0,0,0,2
During,During,1,1,0,0,0,0,0
t.hn,the,0,0,1,1,0,0,1
past,past,1,1,0,0,0,0,0
week,week,1,1,0,0,0,0,0
they,they,1,1,0,0,0,0,0
have,have,1,1,0,0,0,0,0
been,been,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
gu&lt;&gt;sts,guests,0,0,0,0,0,0,2
of,of,1,1,0,0,0,0,0
Mr.,Mr.,1,1,0,0,0,0,0
and,and,1,1,0,0,0,0,0
Work,Work,1,1,0,0,0,0,0
en,on,1,0,0,0,0,0,4
the,the,1,1,0,0,0,0,0
Methodist,Methodist,1,1,0,0,0,0,0
church,church,1,1,0,0,0,0,0
is,is,1,1,0,0,0,0,0
Templars,Templars,1,1,0,0,0,0,0
of,of,1,1,0,0,0,0,0
America,America,1,1,0,0,0,0,0
will,will,1,1,0,0,0,0,0
bold,hold,1,0,0,0,0,0,4
a,a,1,1,0,0,0,0,0
grand,grand,1,1,0,0,0,0,0
■,Agate,0,0,0,0,0,0,2
Agate,"Buttons,",0,0,0,0,0,1,5
"Buttons,",card,0,0,0,0,0,1,5
card,...,0,0,0,0,0,1,5
3c,3c,1,1,0,0,0,0,0
&lt;^_^,|,0,0,0,0,0,1,5
Pocket,Pocket,1,1,0,0,0,0,0
Combs,Combs,1,1,0,0,0,0,0
;,....;,0,0,0,0,0,0,2
4c,4c,1,1,0,0,0,0,0
•,Swanbill,0,0,0,0,0,0,2
Swanbill,Hooks,0,0,0,0,0,0,2
Hooks,&amp;,1,0,1,0,0,1,5
&amp;,"Eyes,",1,0,1,0,0,1,5
"Eyes,",cd,0,0,0,0,0,1,5
cd,0,0,0,1,1,0,0,1
0,0,1,1,0,0,0,0,0
0,0,1,1,0,0,0,0,0
0,0,1,1,0,0,0,0,0
0,1c,0,0,1,1,0,0,1
1c,|,0,0,1,1,0,1,5
JEKl^Bk^BmW^^^^.,Metal,0,0,0,0,0,1,5
Metal,Hair,0,0,0,0,0,0,2
Hair,Brushes,0,0,0,0,0,0,2
Bru,...15c,0,0,0,0,0,0,2
5,Cedar,0,0,0,0,0,0,2
Cedar,Lead,0,0,0,0,0,0,2
Lead,"Pencils,",0,0,0,0,0,1,5
"Pencils,",each,0,0,0,0,0,1,5
each,....1c,0,0,0,0,0,0,2
lc,|,0,0,1,1,0,1,5
Js^^Wffll&amp;Q?Ms4mskJ^F,Ruled,0,0,0,0,0,0,2
Ruled,"Tablets,",0,0,0,0,0,1,5
"Tablets,",for,0,0,0,0,0,1,5
for,ink,1,0,1,0,0,0,2
ink,oc,0,0,0,0,0,0,2
oc,Is,1,0,1,1,0,0,1
g,Stockinet,0,0,0,0,0,0,2
Stockinet,Dress,0,0,0,0,0,0,2
Dress,"Shields,",0,0,0,0,0,1,5
"Shields,",each,0,0,0,0,0,1,5
each,....10c,0,0,0,0,0,0,2
.10c,|,0,0,0,0,0,1,5
QOODS^^^,No.,0,0,0,0,0,1,5
No.,2,0,0,0,0,0,1,5
2,Satin,0,0,0,0,0,0,2
Satin,"Ribbon,",0,0,0,0,0,1,5
"Ribbon,",bolt,0,0,0,0,0,1,5
bolt,.....20c,0,0,0,0,0,0,2
.....20c,w,0,0,0,0,0,0,2
0,Cube,0,0,0,0,0,0,2
Cube,"Pins,",0,0,0,0,0,1,5
"Pins,",each,0,0,0,0,0,1,5
each,...,0,0,0,0,0,1,5
5c,5c,1,1,0,0,0,0,0
"""",|,1,0,0,0,1,1,5
,Tooth,0,0,0,0,0,1,5
Tooth,Brushes,0,0,0,0,0,0,2
Brushes,.10c,0,0,0,0,0,0,2
{,SHIRT,0,0,0,0,0,1,5
[SHIRT,WAIST,0,0,0,0,0,0,2
WAIST,SALE,0,0,0,0,0,0,2
J,A,1,0,0,0,0,0,4
A,great,0,0,0,0,0,0,2
great,chance,0,0,0,0,0,0,2
chance,to,0,0,0,0,0,0,2
to,get,0,0,0,0,0,0,2
get,a,0,0,0,0,0,0,2
a,season's,0,0,0,0,0,0,2
season's,supply,0,0,0,0,0,0,2
supply,of,0,0,0,0,0,0,2
of,Shirt,0,0,0,0,0,0,2
Shirt,Waists,0,0,0,0,0,0,2
Waists,un-,0,0,0,0,0,1,5
©,der,0,0,0,0,0,0,2
der,price.,0,0,0,0,0,1,5
price.,We,0,0,0,0,0,1,5
We,are,0,0,1,1,0,0,1
are,naming,0,0,0,0,0,0,2
naming,prices,1,0,1,0,0,0,2
prices,that,0,0,0,0,0,0,2
that,usually,0,0,0,0,0,0,2
usually,come,0,0,0,0,0,0,2
