oldText,newText,sameLength,editDist_0,NOCORRECTION,editDistAbove1,editDistBelow3,editDist_1andcaseChange,SPELLCHECK,ADDITION,CAPITALIZATION,TYPO
machinery,machinery,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
probably,probably,1,1,1,0,0,0,0,0,0,0
before,before,1,1,1,0,0,0,0,0,0,0
these,these,1,1,1,0,0,0,0,0,0,0
lines,lines,1,1,1,0,0,0,0,0,0,0
aro,are,1,0,0,0,0,0,0,0,0,1
read,read,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
||,BRUSHES,0,0,0,0,0,0,0,1,0,0
I!,FOR,0,0,0,0,0,0,0,1,0,0
0,THE,0,0,0,0,0,0,0,1,0,0
FOR,TEETH,0,0,0,0,0,0,0,1,0,0
{,for,0,0,0,0,0,0,0,1,0,0
i,the,0,0,0,0,0,0,0,1,0,0
for,hair,0,0,0,0,0,0,0,1,0,0
;:,for,0,0,0,0,0,0,0,1,0,0
for,the,1,0,0,1,0,0,0,1,0,0
the,hands,0,0,0,0,0,0,0,1,0,0
j,for,0,0,0,0,0,0,0,1,0,0
:,the,0,0,0,0,0,0,0,1,0,0
for,nails,0,0,0,0,0,0,0,1,0,0
!,FOR,0,0,0,0,0,0,0,1,0,0
!,THE,0,0,0,0,0,0,0,1,0,0
FOR,BATH,0,0,0,0,0,0,0,1,0,0
!,FOR,0,0,0,0,0,0,0,1,0,0
I,THE,0,0,0,0,0,0,0,1,0,0
FOR,HAT,1,0,0,1,0,0,0,1,0,0
♦,FOR,1,0,0,1,0,0,0,1,0,0
0,THE,0,0,0,0,0,0,0,1,0,0
FOR,CLOTHES,0,0,0,0,0,0,0,1,0,0
|,A,1,0,0,0,0,0,0,0,0,1
!,Large,0,0,0,0,0,0,0,1,0,0
A,Variety,0,0,0,0,0,0,0,1,0,0
Large,of,0,0,0,0,0,0,0,1,0,0
Variety,Styles,0,0,0,0,0,0,0,1,0,0
of,and,0,0,0,0,0,0,0,1,0,0
Styles,Prices.,0,0,0,0,0,0,0,1,0,0
|,EXCELLENT,0,0,0,0,0,0,0,1,0,0
,VALUES,0,0,0,0,0,0,0,1,0,0
1,all,0,0,0,0,0,0,0,1,0,0
1,of,0,0,0,1,1,0,1,0,0,0
all,them.,0,0,0,0,0,0,0,1,0,0
of,glad,0,0,0,0,0,0,0,1,0,0
:,to,0,0,0,1,1,0,1,0,0,0
:,show,0,0,0,0,0,0,0,1,0,0
to,them,0,0,0,0,0,0,0,1,0,0
show,whether,0,0,0,0,0,0,0,1,0,0
I,PURCHASE,0,0,0,0,0,0,0,1,0,0
PURCHASE,IS,0,0,0,0,0,0,0,1,0,0
IS,MADE,0,0,0,0,0,0,0,1,0,0
MADE,OR,0,0,0,0,0,0,0,1,0,0
OR,NOT,0,0,0,1,1,0,1,0,0,0
ii,City,0,0,0,0,0,0,0,1,0,0
City,Pharmacy,0,0,0,0,0,0,0,1,0,0
Pharmacy,-0,0,0,0,0,0,0,0,1,0,0
-0,Willis,0,0,0,0,0,0,0,1,0,0
Willis,H.,0,0,0,0,0,0,0,1,0,0
H.,"Boydston,",0,0,0,0,0,0,0,1,0,0
"Boydston,","Prop,",0,0,0,0,0,0,0,1,0,0
FiTllTiiiniil,A,0,0,0,0,0,0,0,1,0,0
Cherry,Cherry,1,1,1,0,0,0,0,0,0,0
"""","""",1,1,1,0,0,0,0,0,0,0
The,The,1,1,1,0,0,0,0,0,0,0
beat,best,1,0,0,0,0,0,0,0,0,1
cough,cough,1,1,1,0,0,0,0,0,0,0
medicine,medicine,1,1,1,0,0,0,0,0,0,0
money,money,1,1,1,0,0,0,0,0,0,0
can,can,1,1,1,0,0,0,0,0,0,0
buy,buy,1,1,1,0,0,0,0,0,0,0
1«,is,0,0,0,0,0,0,0,1,0,0
Ayer'i,Ayer's,1,0,0,0,0,0,0,0,0,1
Cherry,Cherry,1,1,1,0,0,0,0,0,0,0
Pectoral.,Pectoral.,1,1,1,0,0,0,0,0,0,0
For,For,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
coughs,coughs,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
Jacob,Jacob,1,1,1,0,0,0,0,0,0,0
"Siiull,","Shull,",0,0,0,1,1,0,1,0,0,0
"Saratoga,","Saratoga,",1,1,1,0,0,0,0,0,0,0
Ind.,Ind.,1,1,1,0,0,0,0,0,0,0
■CALIFORNIA,CALIFORNIA,0,0,0,0,0,0,0,1,0,0
CLOVER,CLOVER,1,1,1,0,0,0,0,0,0,0
Bring,Bring,1,1,1,0,0,0,0,0,0,0
your,your,1,1,1,0,0,0,0,0,0,0
Handkerchief,Handkerchief,1,1,1,0,0,0,0,0,0,0
and,and,1,1,1,0,0,0,0,0,0,0
we'll,we'll,1,1,1,0,0,0,0,0,0,0
give,give,1,1,1,0,0,0,0,0,0,0
it,it,1,1,1,0,0,0,0,0,0,0
a,a,1,1,1,0,0,0,0,0,0,0
whiff-If,whiff-If,1,1,1,0,0,0,0,0,0,0
yon,you,1,0,0,0,0,0,0,0,0,1
like,like,1,1,1,0,0,0,0,0,0,0
it,it,1,1,1,0,0,0,0,0,0,0
and,and,1,1,1,0,0,0,0,0,0,0
want,want,1,1,1,0,0,0,0,0,0,0
to,to,1,1,1,0,0,0,0,0,0,0
"bay,","bay,",1,1,1,0,0,0,0,0,0,0
£3c,50c,0,0,0,0,0,0,0,1,0,0
and,and,1,1,1,0,0,0,0,0,0,0
75c,75c,1,1,1,0,0,0,0,0,0,0
per,per,1,1,1,0,0,0,0,0,0,0
ounce.,ounce.,1,1,1,0,0,0,0,0,0,0
Come,Come,1,1,1,0,0,0,0,0,0,0
and,and,1,1,1,0,0,0,0,0,0,0
have,have,1,1,1,0,0,0,0,0,0,0
a,a,1,1,1,0,0,0,0,0,0,0
look,look,1,1,1,0,0,0,0,0,0,0
even,even,1,1,1,0,0,0,0,0,0,0
if,if,1,1,1,0,0,0,0,0,0,0
yon,you,1,0,0,0,0,0,0,0,0,1
have,have,1,1,1,0,0,0,0,0,0,0
no,no,1,1,1,0,0,0,0,0,0,0
intention,intention,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
buying.,buying.,1,1,1,0,0,0,0,0,0,0
Pioneer,Pioneer,1,1,1,0,0,0,0,0,0,0
Flour,Flour,1,1,1,0,0,0,0,0,0,0
always,always,1,1,1,0,0,0,0,0,0,0
"has""",has,0,0,0,1,1,0,1,0,0,0
been,been,1,1,1,0,0,0,0,0,0,0
-0,and,0,0,0,0,0,0,0,1,0,0
nnd,still,0,0,0,0,0,0,0,1,0,0
still,is,0,0,0,0,0,0,0,1,0,0
is,the,0,0,0,0,0,0,0,1,0,0
t.ne,best.,0,0,0,0,0,0,0,1,0,0
"Lemons,","Lemons,",1,1,1,0,0,0,0,0,0,0
oranjres.,"oranges,",0,0,0,0,0,0,0,1,0,0
J'.t't!,and,0,0,0,0,0,0,0,1,0,0
"""inarms",bananas,1,0,0,1,0,0,0,1,0,0
con-,con-,1,1,1,0,0,0,0,0,0,0
Sheriff,Sheriff,1,1,1,0,0,0,0,0,0,0
Normau,Norman,1,0,0,0,0,0,0,0,0,1
loft,left,1,0,0,0,0,0,0,0,0,1
for,for,1,1,1,0,0,0,0,0,0,0
San,San,1,1,1,0,0,0,0,0,0,0
KYaucisco,Francisco,1,0,0,1,0,0,0,1,0,0
Tuesday,Tuesday,1,1,1,0,0,0,0,0,0,0
"morning,","morning,",1,1,1,0,0,0,0,0,0,0
on,on,1,1,1,0,0,0,0,0,0,0
important,important,1,1,1,0,0,0,0,0,0,0
l&gt;usi-,business.,1,0,0,1,0,0,0,1,0,0
•:,Pioneer,0,0,0,0,0,0,0,1,0,0
Pioneer,Flour,0,0,0,0,0,0,0,1,0,0
Flour,is,0,0,0,0,0,0,0,1,0,0
is,the,0,0,0,0,0,0,0,1,0,0
the,"""Lily",0,0,0,0,0,0,0,1,0,0
"""Lily",of,0,0,0,0,0,0,0,1,0,0
of,the,0,0,0,0,0,0,0,1,0,0
J.,J.,1,1,1,0,0,0,0,0,0,0
P.,P.,1,1,1,0,0,0,0,0,0,0
"Wilson,","Wilson,",1,1,1,0,0,0,0,0,0,0
Dentist.,Dentist.,1,1,1,0,0,0,0,0,0,0
Hours,Hours,1,1,1,0,0,0,0,0,0,0
9a.,9,0,0,0,1,1,0,1,0,0,0
ro.,a.,0,0,0,1,1,0,1,0,0,0
to,to,1,1,1,0,0,0,0,0,0,0
sp.,5,0,0,0,0,0,0,0,1,0,0
m.,p.,1,0,0,0,0,0,0,0,0,1
Phooe,m.,0,0,0,0,0,0,0,1,0,0
Main,Phone,0,0,0,0,0,0,0,1,0,0
404,Main,0,0,0,0,0,0,0,1,0,0
Jackson.,404,0,0,0,0,0,0,0,1,0,0
Mick's.,lick's.,1,0,0,0,0,0,0,0,0,1
HAl'f'i',HAPPY,0,0,0,0,0,0,0,1,0,0
M,NEW,0,0,0,0,0,0,0,1,0,0
Ml,YEAR,0,0,0,0,0,0,0,1,0,0
68hrs.-45min..Tsec.,68hrs.-45min..7,0,0,0,0,0,0,0,1,0,0
Mrs.,Mrs.,1,1,1,0,0,0,0,0,0,0
Julia,Julia,1,1,1,0,0,0,0,0,0,0
Thomas,Thomas,1,1,1,0,0,0,0,0,0,0
-0,-0,1,1,1,0,0,0,0,0,0,0
-0,-0,1,1,1,0,0,0,0,0,0,0
Ist,1st,1,0,0,0,0,0,0,0,0,1
Guessed,Guessed,1,1,1,0,0,0,0,0,0,0
68-49-29,68-49-29,1,1,1,0,0,0,0,0,0,0
"Paleti,","Paleti,",1,1,1,0,0,0,0,0,0,0
one,one,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
luo,the,1,0,0,1,0,0,0,1,0,0
throe,three,1,0,0,0,0,0,0,0,0,1
n:-.-n,men,0,0,0,0,0,0,0,1,0,0
wasi'lei!,wanted,0,0,0,0,0,0,0,1,0,0
for,for,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
east,east,1,1,1,0,0,0,0,0,0,0
shaft,shaft,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
tlio,the,0,0,0,0,0,0,0,1,0,0
Kennedy,Kennedy,1,1,1,0,0,0,0,0,0,0
mine,mine,1,1,1,0,0,0,0,0,0,0
on,on,1,1,1,0,0,0,0,0,0,0
him,him,1,1,1,0,0,0,0,0,0,0
an,an,1,1,1,0,0,0,0,0,0,0
Italian,Italian,1,1,1,0,0,0,0,0,0,0
named,named,1,1,1,0,0,0,0,0,0,0
Maleo,Mateo,1,0,0,0,0,0,0,0,0,1
"Valasso,","Valasso,",1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
other,other,1,1,1,0,0,0,0,0,0,0
two,two,1,1,1,0,0,0,0,0,0,0
concerned,concerned,1,1,1,0,0,0,0,0,0,0
in,in,1,1,1,0,0,0,0,0,0,0
tho,the,1,0,0,0,0,0,0,0,0,1
robbery.,robbery.,1,1,1,0,0,0,0,0,0,0
\ccfpper,for,0,0,0,0,0,0,0,1,0,0
zlivefecil,men,0,0,0,0,0,0,0,1,0,0
son,son,1,1,1,0,0,0,0,0,0,0
post,post,1,1,1,0,0,0,0,0,0,0
office,office,1,1,1,0,0,0,0,0,0,0
addressod,addressed,1,0,0,0,0,0,0,0,0,1
to,to,1,1,1,0,0,0,0,0,0,0
Cuan,Cuan,1,1,1,0,0,0,0,0,0,0
Casazza,Casazza,1,1,1,0,0,0,0,0,0,0
and,and,1,1,1,0,0,0,0,0,0,0
H.,H.,1,1,1,0,0,0,0,0,0,0
Schultz.,Schultz.,1,1,1,0,0,0,0,0,0,0
Pearl,Pearl,1,1,1,0,0,0,0,0,0,0
"Freeman,","Freeman,",1,1,1,0,0,0,0,0,0,0
came,came,1,1,1,0,0,0,0,0,0,0
up,up,1,1,1,0,0,0,0,0,0,0
last,last,1,1,1,0,0,0,0,0,0,0
Monday,Monday,1,1,1,0,0,0,0,0,0,0
Argonaut—,Argonaut—,1,1,1,0,0,0,0,0,0,0
The,The,1,1,1,0,0,0,0,0,0,0
Argonaut,Argonaut,1,1,1,0,0,0,0,0,0,0
40-starap,40-stamp,0,0,0,1,1,0,1,0,0,0
Walter,Walter,1,1,1,0,0,0,0,0,0,0
Taylor,Taylor,1,1,1,0,0,0,0,0,0,0
also,also,1,1,1,0,0,0,0,0,0,0
•,hold,0,0,0,0,0,0,0,1,0,0
hold,responsible,0,0,0,0,0,0,0,1,0,0
jI,Redlick's,0,0,0,0,0,0,0,1,0,0
M,Standard,0,0,0,0,0,0,0,1,0,0
»y,Goods,0,0,0,0,0,0,0,1,0,0
Iff,WE,0,0,0,0,0,0,0,1,0,0
I,WISH,0,0,0,0,0,0,0,1,0,0
111!,ALL,0,0,0,0,0,0,0,1,0,0
Ifi,A,0,0,0,0,0,0,0,1,0,0
j,HAPPY,0,0,0,0,0,0,0,1,0,0
J,Attention,0,0,0,0,0,0,0,1,0,0
&gt;|,Men,0,0,0,0,0,0,0,1,0,0
Attention,and,0,0,0,0,0,0,0,1,0,0
Men,Boys,0,0,0,0,0,0,0,1,0,0
5,An,0,0,0,1,1,0,1,0,0,0
An,unprecedented,0,0,0,0,0,0,0,1,0,0
unprecedented,Clothing,0,0,0,0,0,0,0,1,0,0
Clothing,Sale,0,0,0,0,0,0,0,1,0,0
Sale,will,1,0,0,1,0,0,0,1,0,0
will,begin,0,0,0,0,0,0,0,1,0,0
begin,Fri-,0,0,0,0,0,0,0,1,0,0
•,"day,",0,0,0,0,0,0,0,1,0,0
"day,",Dec,0,0,0,0,0,0,0,1,0,0
Dec,"30,",1,0,0,1,0,0,0,1,0,0
"30,",and,1,0,0,1,0,0,0,1,0,0
and,end,1,0,0,0,0,0,0,0,0,1
end,"Thursday,",0,0,0,0,0,0,0,1,0,0
"Thursday,",Jan.,0,0,0,0,0,0,0,1,0,0
Jan.,5,0,0,0,0,0,0,0,1,0,0
§,Hunt,0,0,0,0,0,0,0,1,0,0
Hunt,the,0,0,0,0,0,0,0,1,0,0
the,country,0,0,0,0,0,0,0,1,0,0
country,over,0,0,0,0,0,0,0,1,0,0
over,and,0,0,0,0,0,0,0,1,0,0
and,you,1,0,0,1,0,0,0,1,0,0
you,won't,0,0,0,0,0,0,0,1,0,0
won't,find,0,0,0,0,0,0,0,1,0,0
find,any,0,0,0,0,0,0,0,1,0,0
any,better,0,0,0,0,0,0,0,1,0,0
better,than,0,0,0,0,0,0,0,1,0,0
J,the,0,0,0,0,0,0,0,1,0,0
the,Kuppenheimer,0,0,0,0,0,0,0,1,0,0
Kuppenheimer,or,0,0,0,0,0,0,0,1,0,0
or,Kirshbaum,0,0,0,0,0,0,0,1,0,0
Kirshbaum,"clothing,",1,0,0,1,0,0,0,1,0,0
"clothing,",and,0,0,0,0,0,0,0,1,0,0
and,that,0,0,0,0,0,0,0,1,0,0
that,is,0,0,0,0,0,0,0,1,0,0
is,the,0,0,0,0,0,0,0,1,0,0
the,goods,0,0,0,0,0,0,0,1,0,0
•,you,1,0,0,1,0,0,0,1,0,0
you,will,0,0,0,0,0,0,0,1,0,0
will,find,1,0,0,1,0,0,0,1,0,0
find,on,0,0,0,0,0,0,0,1,0,0
on,ourcounters,0,0,0,0,0,0,0,1,0,0
ourcounters,during,0,0,0,0,0,0,0,1,0,0
during,this,0,0,0,0,0,0,0,1,0,0
this,sale.,0,0,0,0,0,0,0,1,0,0
sale.,Some,0,0,0,0,0,0,0,1,0,0
Some,sizes,0,0,0,0,0,0,0,1,0,0
sizes,are,0,0,0,0,0,0,0,1,0,0
•,"missing,",0,0,0,0,0,0,0,1,0,0
"missing,",that's,0,0,0,0,0,0,0,1,0,0
that's,the,0,0,0,0,0,0,0,1,0,0
the,reason,0,0,0,0,0,0,0,1,0,0
reason,of,0,0,0,0,0,0,0,1,0,0
of,the,0,0,0,0,0,0,0,1,0,0
the,big,1,0,0,1,0,0,0,1,0,0
big,reductions,0,0,0,0,0,0,0,1,0,0
reductions,quoted,0,0,0,0,0,0,0,1,0,0
quoted,below.,1,0,0,1,0,0,0,1,0,0
J,All,0,0,0,0,0,0,0,1,0,0
All,our,1,0,0,1,0,0,0,1,0,0
our,$25.00 ,0,0,0,0,0,0,0,1,0,0
$25.00 ,Men's,0,0,0,0,0,0,0,1,0,0
Men's,suits,1,0,0,1,0,0,0,1,0,0
suits,All,0,0,0,0,0,0,0,1,0,0
All,our,1,0,0,1,0,0,0,1,0,0
our,$12.50 ,0,0,0,0,0,0,0,1,0,0
$12.50 ,Youth's,1,0,0,1,0,0,0,1,0,0
Youth's,All,0,0,0,0,0,0,0,1,0,0
All,our,1,0,0,1,0,0,0,1,0,0
our,$7.50 ,0,0,0,0,0,0,0,1,0,0
$7.50 ,Children's,0,0,0,0,0,0,0,1,0,0
Children's,i,0,0,0,0,0,0,0,1,0,0
g,reduced,0,0,0,0,0,0,0,1,0,0
reduced,to,0,0,0,0,0,0,0,1,0,0
to,-0,1,0,0,1,1,0,1,0,0,0
-0,-0,1,1,1,0,0,0,0,0,0,0
-0,$17.50 ,0,0,0,0,0,0,0,1,0,0
$17.50 ,suits,0,0,0,0,0,0,0,1,0,0
suits,reduced,0,0,0,0,0,0,0,1,0,0
reduced,to,0,0,0,0,0,0,0,1,0,0
to,-0,1,0,0,1,1,0,1,0,0,0
-0,$9.00 ,0,0,0,0,0,0,0,1,0,0
$9.00 ,suits,0,0,0,0,0,0,0,1,0,0
suits,reduced,0,0,0,0,0,0,0,1,0,0
reduced,to,0,0,0,0,0,0,0,1,0,0
to,-0,1,0,0,1,1,0,1,0,0,0
-0,$600 ,0,0,0,0,0,0,0,1,0,0
$600 ,§,0,0,0,0,0,0,0,1,0,0
•,All,1,0,0,1,0,0,0,1,0,0
All,our,1,0,0,1,0,0,0,1,0,0
our,$20.00 ,0,0,0,0,0,0,0,1,0,0
$20.00 ,Men's,0,0,0,0,0,0,0,1,0,0
Men's,suits,1,0,0,1,0,0,0,1,0,0
suits,All,0,0,0,0,0,0,0,1,0,0
All,our,1,0,0,1,0,0,0,1,0,0
our,$10.00 ,0,0,0,0,0,0,0,1,0,0
$10.00 ,Youth's-,0,0,0,0,0,0,0,1,0,0
Youth's-,All,0,0,0,0,0,0,0,1,0,0
All,our,1,0,0,1,0,0,0,1,0,0
our,$6.00 ,0,0,0,0,0,0,0,1,0,0
$6.00 ,Children's,0,0,0,0,0,0,0,1,0,0
Children's,•,0,0,0,0,0,0,0,1,0,0
«,reduced,0,0,0,0,0,0,0,1,0,0
reduced,to,0,0,0,0,0,0,0,1,0,0
to,-0,1,0,0,1,1,0,1,0,0,0
-0,-0,1,1,1,0,0,0,0,0,0,0
-'$13.50,$13.50 ,0,0,0,0,0,0,0,1,0,0
suits,suits,1,1,1,0,0,0,0,0,0,0
reduced,reduced,1,1,1,0,0,0,0,0,0,0
to,to,1,1,1,0,0,0,0,0,0,0
-0,-0,1,1,1,0,0,0,0,0,0,0
$7.00 ,$7.00 ,1,1,1,0,0,0,0,0,0,0
v,v,1,1,1,0,0,0,0,0,0,0
suits,suits,1,1,1,0,0,0,0,0,0,0
reduced,reduced,1,1,1,0,0,0,0,0,0,0
to,to,1,1,1,0,0,0,0,0,0,0
-0,-0,1,1,1,0,0,0,0,0,0,0
$4.50 ,$4.50 ,1,1,1,0,0,0,0,0,0,0
5,5,1,1,1,0,0,0,0,0,0,0
|,All,0,0,0,0,0,0,0,1,0,0
All,our,1,0,0,1,0,0,0,1,0,0
our,$15.00 ,0,0,0,0,0,0,0,1,0,0
$15.00 ,Men's,0,0,0,0,0,0,0,1,0,0
Men's,suits,1,0,0,1,0,0,0,1,0,0
suits,All,0,0,0,0,0,0,0,1,0,0
All,our,1,0,0,1,0,0,0,1,0,0
our,$9.00 ,0,0,0,0,0,0,0,1,0,0
$9.00 ,Youth's,0,0,0,0,0,0,0,1,0,0
Youth's,All,0,0,0,0,0,0,0,1,0,0
All,our,1,0,0,1,0,0,0,1,0,0
our,$5.00 ,0,0,0,0,0,0,0,1,0,0
$5.00 ,Children's,0,0,0,0,0,0,0,1,0,0
Children's,g,0,0,0,0,0,0,0,1,0,0
•,reduced,0,0,0,0,0,0,0,1,0,0
reduced,to,0,0,0,0,0,0,0,1,0,0
to,-0,1,0,0,1,1,0,1,0,0,0
-0,($12.50),0,0,0,0,0,0,0,1,0,0
($12.50),suits,0,0,0,0,0,0,0,1,0,0
suits,reduced,0,0,0,0,0,0,0,1,0,0
reduced,to,0,0,0,0,0,0,0,1,0,0
to,-0,1,0,0,1,1,0,1,0,0,0
-0,$6.00 ,0,0,0,0,0,0,0,1,0,0
$6.00 ,suits,0,0,0,0,0,0,0,1,0,0
suits,reduced,0,0,0,0,0,0,0,1,0,0
reduced,to,0,0,0,0,0,0,0,1,0,0
to,-0,1,0,0,1,1,0,1,0,0,0
-0,$3.75-,0,0,0,0,0,0,0,1,0,0
$3.75-,•,0,0,0,0,0,0,0,1,0,0
g,reduced,0,0,0,0,0,0,0,1,0,0
reduced,to,0,0,0,0,0,0,0,1,0,0
to,-0,1,0,0,1,1,0,1,0,0,0
-0,-0,1,1,1,0,0,0,0,0,0,0
-0,$9.00 ,0,0,0,0,0,0,0,1,0,0
$9.00 ,suits,0,0,0,0,0,0,0,1,0,0
suits,reduced,0,0,0,0,0,0,0,1,0,0
reduced,to,0,0,0,0,0,0,0,1,0,0
to,$5.50 ,0,0,0,0,0,0,0,1,0,0
■,suits,0,0,0,0,0,0,0,1,0,0
$5.50 ,reduced,0,0,0,0,0,0,0,1,0,0
suits,to,0,0,0,0,0,0,0,1,0,0
reduced,-0,0,0,0,0,0,0,0,1,0,0
to,$3.00 ,0,0,0,0,0,0,0,1,0,0
-0,g,0,0,0,1,1,0,1,0,0,0
•,All,1,0,0,1,0,0,0,1,0,0
All,our,1,0,0,1,0,0,0,1,0,0
our,$10.00 ,0,0,0,0,0,0,0,1,0,0
$10.00 ,Men's,0,0,0,0,0,0,0,1,0,0
Men's,suits,1,0,0,1,0,0,0,1,0,0
suits,All,0,0,0,0,0,0,0,1,0,0
All,our,1,0,0,1,0,0,0,1,0,0
our,$5.00 ,0,0,0,0,0,0,0,1,0,0
$5.00 ,Youth's,0,0,0,0,0,0,0,1,0,0
Youth's,All,0,0,0,0,0,0,0,1,0,0
All,our,1,0,0,1,0,0,0,1,0,0
our,$3.00 ,0,0,0,0,0,0,0,1,0,0
$3.00 ,Children's,0,0,0,0,0,0,0,1,0,0
Children's,•,0,0,0,0,0,0,0,1,0,0
J,reduced,0,0,0,0,0,0,0,1,0,0
reduced,to,0,0,0,0,0,0,0,1,0,0
to,-0,1,0,0,1,1,0,1,0,0,0
-0,-0,1,1,1,0,0,0,0,0,0,0
-0,$6-50,0,0,0,0,0,0,0,1,0,0
$6-50,suits,1,0,0,1,0,0,0,1,0,0
suits,reduced,0,0,0,0,0,0,0,1,0,0
reduced,to,0,0,0,0,0,0,0,1,0,0
to,-0,1,0,0,1,1,0,1,0,0,0
-0,$3.75 ,0,0,0,0,0,0,0,1,0,0
$3.75 ,suits,0,0,0,0,0,0,0,1,0,0
suits,reduced,0,0,0,0,0,0,0,1,0,0
reduced,to,0,0,0,0,0,0,0,1,0,0
to,-0,1,0,0,1,1,0,1,0,0,0
-0,$2.25 ,0,0,0,0,0,0,0,1,0,0
$2.25 ,1,0,0,0,0,0,0,0,1,0,0
Q,All,0,0,0,0,0,0,0,1,0,0
All,our,1,0,0,1,0,0,0,1,0,0
our,$8.00 ,0,0,0,0,0,0,0,1,0,0
$8.00 ,Men's,0,0,0,0,0,0,0,1,0,0
"Men's""",suits,0,0,0,0,0,0,0,1,0,0
suits,All,0,0,0,0,0,0,0,1,0,0
All,our,1,0,0,1,0,0,0,1,0,0
our,$4.00 ,0,0,0,0,0,0,0,1,0,0
$4.00 ,Youth's,0,0,0,0,0,0,0,1,0,0
Youth's,All,0,0,0,0,0,0,0,1,0,0
All,our,1,0,0,1,0,0,0,1,0,0
our,$2.50 ,0,0,0,0,0,0,0,1,0,0
$2.50 ,Children's,0,0,0,0,0,0,0,1,0,0
Children's,Q,0,0,0,0,0,0,0,1,0,0
H,reduced,0,0,0,0,0,0,0,1,0,0
reduced,to,0,0,0,0,0,0,0,1,0,0
to,-0,1,0,0,1,1,0,1,0,0,0
-0,-0,1,1,1,0,0,0,0,0,0,0
-0,$5.00 ,0,0,0,0,0,0,0,1,0,0
$5.00 ,suits,0,0,0,0,0,0,0,1,0,0
suits,reduced,0,0,0,0,0,0,0,1,0,0
reduced,to,0,0,0,0,0,0,0,1,0,0
to,($2.50),0,0,0,0,0,0,0,1,0,0
($2.50),suits,0,0,0,0,0,0,0,1,0,0
suits,reduced,0,0,0,0,0,0,0,1,0,0
reduced,to,0,0,0,0,0,0,0,1,0,0
to,-0,1,0,0,1,1,0,1,0,0,0
-0,$1.75 ,0,0,0,0,0,0,0,1,0,0
$1.75 ,•,0,0,0,0,0,0,0,1,0,0
W,MEAT,0,0,0,0,0,0,0,1,0,0
MEAT,MARKET,0,0,0,0,0,0,0,1,0,0
.v,North,0,0,0,0,0,0,0,1,0,0
North,Main,0,0,0,0,0,0,0,1,0,0
Main,"st.,",1,0,0,1,0,0,0,1,0,0
"st.,","Jackson,",0,0,0,0,0,0,0,1,0,0
"Jackson,",Cal.,0,0,0,0,0,0,0,1,0,0
promptly,promptly,1,1,1,0,0,0,0,0,0,0
delivered.,delivered.,1,1,1,0,0,0,0,0,0,0
jaB,ja8,1,0,0,0,0,0,0,0,0,1
Why,Why,1,1,1,0,0,0,0,0,0,0
are,are,1,1,1,0,0,0,0,0,0,0
all,all,1,1,1,0,0,0,0,0,0,0
cowpaths,cowpaths,1,1,1,0,0,0,0,0,0,0
crooked?,crooked?,1,1,1,0,0,0,0,0,0,0
It,it,1,0,0,0,0,1,0,0,1,0
begins,begins,1,1,1,0,0,0,0,0,0,0
to,to,1,1,1,0,0,0,0,0,0,0
bear?,bear?,1,1,1,0,0,0,0,0,0,0
weight,weight,1,1,1,0,0,0,0,0,0,0
before,before,1,1,1,0,0,0,0,0,0,0
breaking?,breaking?,1,1,1,0,0,0,0,0,0,0
•,Can,1,0,0,1,0,0,0,1,0,0
Can,you,1,0,0,1,0,0,0,1,0,0
you,tell,0,0,0,0,0,0,0,1,0,0
tell,why,0,0,0,0,0,0,0,1,0,0
why,a,0,0,0,0,0,0,0,1,0,0
a,horse,0,0,0,0,0,0,0,1,0,0
horse,when,0,0,0,0,0,0,0,1,0,0
when,teth-,0,0,0,0,0,0,0,1,0,0
Wher-e,Where,0,0,0,1,1,0,1,0,0,0
should,should,1,1,1,0,0,0,0,0,0,0
a,a,1,1,1,0,0,0,0,0,0,0
chimney,chimney,1,1,1,0,0,0,0,0,0,0
be,be,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
lar-,lar-,1,1,1,0,0,0,0,0,0,0
I,Ayer's,0,0,0,0,0,0,0,1,0,0
A,Pills,0,0,0,0,0,0,0,1,0,0
vr/\^wll!11,The,0,0,0,0,0,0,0,1,0,0
X,great,0,0,0,0,0,0,0,1,0,0
he,rule,0,0,0,0,0,0,0,1,0,0
2,of,0,0,0,1,1,0,1,0,0,0
reat,health—,0,0,0,0,0,0,0,1,0,0
AVPfQPI,Keep,0,0,0,0,0,0,0,1,0,0
EIC,the,1,0,0,1,0,0,0,1,0,0
£,bowels,0,0,0,0,0,0,0,1,0,0
ce,regular.,0,0,0,0,0,0,0,1,0,0
U,And,0,0,0,0,0,0,0,1,0,0
